No.	Matched Lokal	Commenter Name	Comment Time	Comment Text	Comment URL	Comment ID	Channel ID	Fetched At
1	Kias	@ManuelTabile-r4f	4 days ago	Magandang po sa lahat pagbati mula sa lokal Ng kias distrito Ng benguet	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugy2jaoNDbTbfq_0gmR4AaABAg	Ugy2jaoNDbTbfq_0gmR4AaABAg	UCylmb_Ks5cJ5UTdV_ysbMOA	Fetched 06/04/2026, 12:00:04 PM GMT+8
2	Kias	@joe_arpurganan9809	5 days ago	Gods Love ❤️.. happy viewing po mga kapatid 🤗.mula po sa Lokal ng Kias Distrito ng Benguet	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx4EcSEb8Oui0r7RPJ4AaABAg	Ugx4EcSEb8Oui0r7RPJ4AaABAg	UCVI31TSTB165mZe_bC-MOEA	Fetched 06/04/2026, 12:00:04 PM GMT+8
3	Kias	@xanderbagwan5733	6 days ago	Benguet for the win!!!!! Full support po mula sa lokal ng Kias!!!!	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx0I0RUxeQoaCCCD0p4AaABAg	Ugx0I0RUxeQoaCCCD0p4AaABAg	UCoLTA-IPF8fwIqLOCGi2BlA	Fetched 06/04/2026, 12:00:04 PM GMT+8
4	Kias	@jayderanwan6762	6 days ago	Let's run the top spot Bengeutt!!!!! Pagbati po mula sa Lokal ng Kias	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzF9maafrEnvUmC_Jx4AaABAg	UgzF9maafrEnvUmC_Jx4AaABAg	UCZrf5fATy6WZBE3urJ43Ddg	Fetched 06/04/2026, 12:00:04 PM GMT+8
5	Kias	@bernadetteligew9074	6 days ago	Go Benguet! / Kias	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxajUYNOB9xTx-v1jh4AaABAg	UgxajUYNOB9xTx-v1jh4AaABAg	UC6vn09nux_X-v6--dq0mSGQ	Fetched 06/04/2026, 12:00:04 PM GMT+8
6	Kias	@EmilieOñadia	6 days ago	Happy viewing po sa lahat ng kapatid mula po sa lokal ng Kias go go go Benguet...	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxWN4Vpcus-FN3hrK94AaABAg	UgxWN4Vpcus-FN3hrK94AaABAg	UCbAzI_bL_H4maSAicq5CEFQ	Fetched 06/04/2026, 12:00:04 PM GMT+8
7	Kias	@bernadetteligew9074	6 days ago	Good afternoon po lahat / Kias	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugwwxc8dsjWxh_bCSYx4AaABAg	Ugwwxc8dsjWxh_bCSYx4AaABAg	UC6vn09nux_X-v6--dq0mSGQ	Fetched 06/04/2026, 12:00:04 PM GMT+8
8	Kias	@bernadetteligew9074	6 days ago	Go Benguet / Lokal ng Kias	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugz8ESrWqlT5DbJBHWh4AaABAg	Ugz8ESrWqlT5DbJBHWh4AaABAg	UC6vn09nux_X-v6--dq0mSGQ	Fetched 06/04/2026, 12:00:04 PM GMT+8
9	Kias	@bernadetteligew9074	6 days ago	Maligayang panonood habang mananghalian / From Kias (kalihiman/Registry)	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyrJ38e1nSDNr_FwTp4AaABAg	UgyrJ38e1nSDNr_FwTp4AaABAg	UC6vn09nux_X-v6--dq0mSGQ	Fetched 06/04/2026, 12:00:04 PM GMT+8
10	Kias	@bernadetteligew9074	6 days ago	Happy viewing po  / Kias ❤	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxZ8-1Jp-54aVpXFTx4AaABAg	UgxZ8-1Jp-54aVpXFTx4AaABAg	UC6vn09nux_X-v6--dq0mSGQ	Fetched 06/04/2026, 12:00:04 PM GMT+8
11	Kias	@joe_arpurganan9809	7 days ago	Happy viewing po mga kapatid 🤗..binabati ko po ang mga kapatid sa Distrito ng Paniqui Tarlac 🤗 lalo na po sa amin pong Ninong na si Ka Edgar Natividad..mula po sa Lokal ng Kias Distrito ng Benguet 🤗	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugy1lcpilQGR9DE8MJZ4AaABAg	Ugy1lcpilQGR9DE8MJZ4AaABAg	UCVI31TSTB165mZe_bC-MOEA	Fetched 06/04/2026, 12:00:04 PM GMT+8
12	Kias	@jayderanwan6762	7 days ago	Number 1! Benguet for the Win!!!!! Let's go team Kias!!!	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugzcf_FeAzkThX4wgCR4AaABAg	Ugzcf_FeAzkThX4wgCR4AaABAg	UCZrf5fATy6WZBE3urJ43Ddg	Fetched 06/04/2026, 12:00:04 PM GMT+8
13	Kias	@AnabelleBagwan	7 days ago	Go Benguet! Pagbati po mula sa mga maytungkulin sa lokal ng Kias ❤	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugxta4DFFxuV1CAJj2J4AaABAg	Ugxta4DFFxuV1CAJj2J4AaABAg	UCu9H2KAc9VijdN24LjVt5vA	Fetched 06/04/2026, 12:00:04 PM GMT+8
14	Kias	@ziamazingcraft6954	7 days ago	Bored ka po ba? Tara po sabay na tayo manood.. /  / Kias ,Benguet	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyL6DqfBw9OQpkMTFd4AaABAg	UgyL6DqfBw9OQpkMTFd4AaABAg	UCSAm_pJXRyHiFHG3Qd4Y9Cg	Fetched 06/04/2026, 12:00:04 PM GMT+8
15	Kias	@jerusatibayan6306	7 days ago	Mga kapatid na taga lokal ng KIAS, Distrito ng BENGUET..  / Let's watch pa more po together ❤️ ☺️	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugxdkfp7qG33sk-E_6Z4AaABAg	Ugxdkfp7qG33sk-E_6Z4AaABAg	UCSV3g2SAWUOoE_LckoezTBw	Fetched 06/04/2026, 12:00:04 PM GMT+8
16	Kias	@ziamazingcraft6954	7 days ago	Grabe ang effort sa pag buo ng production na ito thumbs up po mga kapatid... /  / Kias,Benguet	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugw6bBwQV3_M-g8-mxd4AaABAg	Ugw6bBwQV3_M-g8-mxd4AaABAg	UCSAm_pJXRyHiFHG3Qd4Y9Cg	Fetched 06/04/2026, 12:00:04 PM GMT+8
17	Kias	@ziamazingcraft6954	7 days ago	Let's gooooo Benguet /  / Kias❤	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwUUy65OZnWZGjwG_p4AaABAg	UgwUUy65OZnWZGjwG_p4AaABAg	UCSAm_pJXRyHiFHG3Qd4Y9Cg	Fetched 06/04/2026, 12:00:04 PM GMT+8
18	Kias	@ziamazingcraft6954	7 days ago	Hello po mga kapatid sa LOKAL NG KIAS,BENGUET	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugxl3UmYlDlEe5SCay14AaABAg	Ugxl3UmYlDlEe5SCay14AaABAg	UCSAm_pJXRyHiFHG3Qd4Y9Cg	Fetched 06/04/2026, 12:00:04 PM GMT+8
19	Kias	@ziamazingcraft6954	7 days ago	"Our God has always got your back" /  / team KIAS..	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyshGeHP4SOOx11vWh4AaABAg	UgyshGeHP4SOOx11vWh4AaABAg	UCSAm_pJXRyHiFHG3Qd4Y9Cg	Fetched 06/04/2026, 12:00:04 PM GMT+8
