4001,@PHEBIE-f7h,2 days ago,Happy viewing po mga kapatid / ENJOY WATCHING! / Journey to 48k views / LET'S GO BENGUET! /  / ❤❤BUKLOD OF ATOKGOLD❤❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyIwZvBVu3n6KDGfsZ4AaABAg,UgyIwZvBVu3n6KDGfsZ4AaABAg,UCNkJMMXP19AJSsNov8Fp3Ag,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
4002,@joymaylee-e9o,2 days ago,happy / watching po / God's  / Love / Go Benguet!!! / #lokal ng atok gold#,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgybwRS3gLs9dYYi28l4AaABAg,UgybwRS3gLs9dYYi28l4AaABAg,UCVNaOxPbc9ZEHqlMp6TAgMA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
4003,@PHEBIE-f7h,2 days ago,"The message of the song God's Love resonates with my whole family. Together, we watch and listen to show our support here in AtokGold Locale, kapisanan ng Buklod.",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugw0eb138kuV9xuxf294AaABAg,Ugw0eb138kuV9xuxf294AaABAg,UCNkJMMXP19AJSsNov8Fp3Ag,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
4004,@joymaylee-e9o,2 days ago,happy / watching po / God's  / Love / Go Benguet!!! / #lokal ng atok gold#,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwSLTnYad1Bs1MNuf94AaABAg,UgwSLTnYad1Bs1MNuf94AaABAg,UCVNaOxPbc9ZEHqlMp6TAgMA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
4005,@PHEBIE-f7h,2 days ago,On track for 48k views. / Let's go Benguet! /  /  /  / ❤ATOKGOLD BUKLOD❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxjBrcWanx_JEvyyf54AaABAg,UgxjBrcWanx_JEvyyf54AaABAg,UCNkJMMXP19AJSsNov8Fp3Ag,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
4006,@joymaylee-e9o,2 days ago,hello everyone po / ☺😊😇 / shout out po sambahayan  / ni Tita Jeanie Tugad / Lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugwr7Wx_DzfrGSRrVvB4AaABAg,Ugwr7Wx_DzfrGSRrVvB4AaABAg,UCVNaOxPbc9ZEHqlMp6TAgMA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
4007,@PHEBIE-f7h,2 days ago,Magandang gabi po sa lahat ng nanonood. / Listening to this envigorating song from Benguet District / ❤❤❤Buklod of AtokGold❤❤❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyZL088hp0dooW2Iy14AaABAg,UgyZL088hp0dooW2Iy14AaABAg,UCNkJMMXP19AJSsNov8Fp3Ag,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
4008,@joymaylee-e9o,2 days ago,hello everyone / always online / supporting our / God's Love / 💚🤍❤ / Lokal ng atok gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxwFMI-mwBPjSvWy1p4AaABAg,UgxwFMI-mwBPjSvWy1p4AaABAg,UCVNaOxPbc9ZEHqlMp6TAgMA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
4009,@PHEBIE-f7h,2 days ago,"In our Lord God's great POWER, you must BELIEVE!! /  /  /  / BUKLOD OF ATOKGOLD",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwTORX8pYw_uRovhjp4AaABAg,UgwTORX8pYw_uRovhjp4AaABAg,UCNkJMMXP19AJSsNov8Fp3Ag,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
4010,@PHEBIE-f7h,2 days ago,Magandang gabi po / Sa ating lahat / Shout out po sa lahat / Ng mga kapatid at maytungkulin / Mula po sa Lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyGGdUq6ZpUc98Q-gl4AaABAg,UgyGGdUq6ZpUc98Q-gl4AaABAg,UCNkJMMXP19AJSsNov8Fp3Ag,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
