10001,@DennisAbalos-v8w3w,4 days ago,happy viewing po from lokal ng aurora hill distrito ng benguet,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzCT3FGMhXjQB783vF4AaABAg,UgzCT3FGMhXjQB783vF4AaABAg,UCIgHsXa5Wat5DNIdccCUqPQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
10002,@albertobidoza,4 days ago,happy viewing lakal of aurora hill district of benguet,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugyb9LKKIA8VZVr09CN4AaABAg,Ugyb9LKKIA8VZVr09CN4AaABAg,UCY8nOX5sdFJDr5AemIlk8HQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
10003,@albertobidoza,4 days ago,let's goo lokal of aurora hill,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwHnXaHGBsbfgvMjKJ4AaABAg,UgwHnXaHGBsbfgvMjKJ4AaABAg,UCY8nOX5sdFJDr5AemIlk8HQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
10004,@albertobidoza,4 days ago,good morning po watching lokal of aurora hill,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxfrQVlw8kL9N-2kMN4AaABAg,UgxfrQVlw8kL9N-2kMN4AaABAg,UCY8nOX5sdFJDr5AemIlk8HQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
10005,@JimmyBetudio,4 days ago,"Gud am mga kapatid! Let's go, benguet ! Jimmy betudio lokal ng loacan ❤❤",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyAalOcYl1w9hjSMEB4AaABAg,UgyAalOcYl1w9hjSMEB4AaABAg,UCMlUKwxoelkB-HYmZa2nkOw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
10006,@geneprado-ro1lf,4 days ago,Fight Baguio city,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx6LqOXK2trzyRj9uB4AaABAg,Ugx6LqOXK2trzyRj9uB4AaABAg,UC2Z9rmo043mQs6MJc9yF7XA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
10007,@ezrah8637,4 days ago,#BaguioCity FIGHT FIGHT FIGHT!,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwWj7V_QdAgflDZVNx4AaABAg,UgwWj7V_QdAgflDZVNx4AaABAg,UCoIa8U2n-EOwrHviBH3s7mQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
10008,@geneprado-ro1lf,4 days ago,Fight Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxcJMUZ8EIkB8_ha1Z4AaABAg,UgxcJMUZ8EIkB8_ha1Z4AaABAg,UC2Z9rmo043mQs6MJc9yF7XA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
10009,@geneprado-ro1lf,4 days ago,Fight Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwOs0xHvDjmKeoKuht4AaABAg,UgwOs0xHvDjmKeoKuht4AaABAg,UC2Z9rmo043mQs6MJc9yF7XA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
10010,@geneprado-ro1lf,4 days ago,Fight Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxbH2ZX01gtqNnSGwl4AaABAg,UgxbH2ZX01gtqNnSGwl4AaABAg,UC2Z9rmo043mQs6MJc9yF7XA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
