2001,Baguio City,@arlynsadsaddarnayla,5 days ago,Go Benguet🎉🎉🎉 /  / Go Baguio city🎉❤❤❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugw5OiRtuAybHNSOQ0d4AaABAg,Ugw5OiRtuAybHNSOQ0d4AaABAg,UCEpebcWdMuh8WoE06IwNIKA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2002,Baguio City,@arlynsadsaddarnayla,5 days ago,"Mula po sa lokal ng Baguio City, full support!",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugw5Bfe8petA4Qx-Zwl4AaABAg,Ugw5Bfe8petA4Qx-Zwl4AaABAg,UCEpebcWdMuh8WoE06IwNIKA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2003,Baguio City,@cherrydevera8251,5 days ago,Greetings po mula sa lokal ng Baguio city,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzV1P61Vs12YUux1Kl4AaABAg,UgzV1P61Vs12YUux1Kl4AaABAg,UCrod3zHPNdFZBv-HyVuLJ3g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2004,Baguio City,@cresenciasubli9375,5 days ago,Goo goo goo Benguet!!💚🤍❤️ / From baguio city,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyE9V0jQhw-lGApTvB4AaABAg,UgyE9V0jQhw-lGApTvB4AaABAg,UCUkLEjLy-mTV-lKfyceXQVw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2005,Baguio City,@cresenciasubli9375,5 days ago,Gandang Hapon mga Kapatid!❤️❤️happy happy viewing Po sa lahat..💚🤍❤️Mula po sa lokal Ng Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyQ2t3-672C9Ybfof94AaABAg,UgyQ2t3-672C9Ybfof94AaABAg,UCUkLEjLy-mTV-lKfyceXQVw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2006,Baguio City,@Osmund1226,5 days ago,LOKAL NG BAGUIO CITY magandang hapon po!! #GodsLove #Benguet #IncMvAwards2026,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxD2H-51-9LHi8C1P14AaABAg,UgxD2H-51-9LHi8C1P14AaABAg,UCeg9alL6uLA-NYJz-8k_-bw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2007,Baguio City,@Osmund1226,5 days ago,LOKAL NG BAGUIO CITY magandang hapon po!! #GodsLove #Benguet #IncMvAwards2026,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugzy1_ML11GXXCpkLot4AaABAg,Ugzy1_ML11GXXCpkLot4AaABAg,UCeg9alL6uLA-NYJz-8k_-bw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2008,Baguio City,@Osmund1226,5 days ago,LOKAL NG BAGUIO CITY magandang hapon po!! #GodsLove #Benguet #IncMvAwards2026,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyyT7BkkaPQd72qkOJ4AaABAg,UgyyT7BkkaPQd72qkOJ4AaABAg,UCeg9alL6uLA-NYJz-8k_-bw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2009,Baguio City,@Osmund1226,5 days ago,LOKAL NG BAGUIO CITY magandang hapon po!! #GodsLove #Benguet #IncMvAwards2026,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzaL_3XNa7ovTQbr8B4AaABAg,UgzaL_3XNa7ovTQbr8B4AaABAg,UCeg9alL6uLA-NYJz-8k_-bw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2010,Baguio City,@joannevillamor5443,5 days ago,"Happy viewing sa lahat ng mga kapatid from Lokal ng Baguio City, Benguet.",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzXos89-wmUbNHpV3N4AaABAg,UgzXos89-wmUbNHpV3N4AaABAg,UCUdqvb0fY6NruOlHUfvBFMA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
