39000,@gam3rg1rl,2 weeks ago,"Watching again from the Local Congregation of Megaroyale Village, District of Benguet. 💚🤍❤️",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyGM5Te0dXByUr6NVB4AaABAg,UgyGM5Te0dXByUr6NVB4AaABAg,UC5IQqBTUAu9qmpEtOMJeRrQ,"Fetched 05/24/2026, 3:00:01 PM GMT+8"
39001,@junelpanidar9122,2 weeks ago,"Happy viewing po mula sa Lokal ng Mirador Hills, Distrito ng Benguet",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugy7APkRyRUiYn2pPTZ4AaABAg,Ugy7APkRyRUiYn2pPTZ4AaABAg,UCtxYNkbeWlhHwYz1_q6lJlg,"Fetched 05/24/2026, 3:00:01 PM GMT+8"
39002,@vivianmonzon,2 weeks ago,Happy Viewing from guisad benguet..,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugz0WXD0T466N0Ty0Jd4AaABAg,Ugz0WXD0T466N0Ty0Jd4AaABAg,UCClOpRZUGIlnvUlfSD0m2FQ,"Fetched 05/24/2026, 3:00:01 PM GMT+8"
39003,@delmarlandingin2735,2 weeks ago,"Great job mga kapatid,, watching from lokal ng City Camp ❤️😊🙏",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwHjbnL8WTw2lvxgLJ4AaABAg,UgwHjbnL8WTw2lvxgLJ4AaABAg,UCoRMjnJOAN9mZFy9q-5H8wA,"Fetched 05/24/2026, 3:00:01 PM GMT+8"
39004,@JocelynTabile-w5w,2 weeks ago,Happy watching po mula sa lokal ng kias,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx_7hulvdcuLHKnHqh4AaABAg,Ugx_7hulvdcuLHKnHqh4AaABAg,UCKs3wcZcll5RRYVW0gLDvbw,"Fetched 05/24/2026, 3:00:01 PM GMT+8"
39005,@BonLibatique-e8d,2 weeks ago,Goodafternoon po mga kapatid Happy Viewing po mula Sa Lokal po ng City Camp Distrito Ng Benguet 💚🤍❤️😊,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugw9lf0hjCt7uVVwN5F4AaABAg,Ugw9lf0hjCt7uVVwN5F4AaABAg,UCEx2nNBfZne2ONyOiZaVBUw,"Fetched 05/24/2026, 3:00:01 PM GMT+8"
39006,@BonLibatique-e8d,2 weeks ago,Goodafternoon po mga kapatid Happy Viewing po mula Sa Lokal po ng City Camp Distrito Ng Benguet 💚🤍❤️😊,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxV6idHoiyA2ePfGUV4AaABAg,UgxV6idHoiyA2ePfGUV4AaABAg,UCEx2nNBfZne2ONyOiZaVBUw,"Fetched 05/24/2026, 3:00:01 PM GMT+8"
39007,@BonLibatique-e8d,2 weeks ago,Goodafternoon po mga kapatid Happy Viewing po mula Sa Lokal po ng City Camp Distrito Ng Benguet 💚🤍❤️😊,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzY_wlgxbythRxnMm54AaABAg,UgzY_wlgxbythRxnMm54AaABAg,UCEx2nNBfZne2ONyOiZaVBUw,"Fetched 05/24/2026, 3:00:01 PM GMT+8"
39008,@BonLibatique-e8d,2 weeks ago,Goodafternoon po mga kapatid Happy Viewing po mula Sa Lokal po ng City Camp Distrito Ng Benguet 💚🤍❤️😊,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyxQBplZ_05obCacTR4AaABAg,UgyxQBplZ_05obCacTR4AaABAg,UCEx2nNBfZne2ONyOiZaVBUw,"Fetched 05/24/2026, 3:00:01 PM GMT+8"
39009,@imeldaebalobo4721,2 weeks ago,Happy Watching from lokal ng Hillside,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugw5clL4a-zGhW8EYZZ4AaABAg,Ugw5clL4a-zGhW8EYZZ4AaABAg,UC8ZBxgbD6I9UKYMVxcKIt-w,"Fetched 05/24/2026, 3:00:01 PM GMT+8"
39010,@janemandapat,2 weeks ago,"Maligayang panonood po. Mula po sa Lokal ng GREENWATER, Distrito ng BENGUET💚🤍❤️",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwDtw9wXL_M2gySuE94AaABAg,UgwDtw9wXL_M2gySuE94AaABAg,UCCkh0vcKnwB1VHUjLgNQeJg,"Fetched 05/24/2026, 3:00:01 PM GMT+8"
39011,@tremusic_6590,2 weeks ago,"mula po s lokal ng buyagan happy viewing po s lht ng,mga,kapatid",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwTnlfDy3B6MlYqb2F4AaABAg,UgwTnlfDy3B6MlYqb2F4AaABAg,UCs7zUdhdJCpuBXk99O6IMyw,"Fetched 05/24/2026, 3:00:01 PM GMT+8"
39012,@janemandapat,2 weeks ago,Go Benguet!🇮🇹,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxgU1IK3qwojQtD39N4AaABAg,UgxgU1IK3qwojQtD39N4AaABAg,UCCkh0vcKnwB1VHUjLgNQeJg,"Fetched 05/24/2026, 3:00:01 PM GMT+8"
39013,@jhonzenlloydlegaspi1575,2 weeks ago (edited),"Happy viewing po sa lahat ng kapatid sa buong mundo  / From lokal po ng Quezon Hill, Distrito ng Benguet",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugy08TYki_5Dj27xYCZ4AaABAg,Ugy08TYki_5Dj27xYCZ4AaABAg,UC-YKdP_mfNIcFqFSzhloqDQ,"Fetched 05/24/2026, 3:00:01 PM GMT+8"
